num_factura,fecha_venta,producto,vendedor,cliente,cantidad
1812,2025-01-20,16,8,18,2
1812,2025-01-20,41,8,18,2
1812,2025-01-20,47,8,18,2
1812,2025-01-20,23,8,18,2
1812,2025-01-20,29,8,18,3
1813,2023-03-07,45,48,101,2
1813,2023-03-07,33,48,101,2
1813,2023-03-07,35,48,101,3
1813,2023-03-07,34,48,101,3
1814,2022-08-07,59,9,61,1
1814,2022-08-07,18,9,61,3
1814,2022-08-07,57,9,61,2
1814,2022-08-07,13,9,61,4
1814,2022-08-07,25,9,61,2
1815,2023-01-26,20,25,92,3
1815,2023-01-26,41,25,92,4
1815,2023-01-26,47,25,92,4
1815,2023-01-26,31,25,92,3
1815,2023-01-26,5,25,92,2
1816,2025-10-20,58,19,47,1
1816,2025-10-20,34,19,47,3
1816,2025-10-20,36,19,47,4
1816,2025-10-20,39,19,47,3
1816,2025-10-20,49,19,47,4
1817,2023-04-13,7,48,118,3
1817,2023-04-13,22,48,118,2
1817,2023-04-13,21,48,118,1
1818,2022-02-25,47,46,16,4
1818,2022-02-25,39,46,16,2
1819,2022-08-17,41,1,71,2
1819,2022-08-17,14,1,71,2
1820,2024-01-16,41,40,72,2
1820,2024-01-16,22,40,72,1
1820,2024-01-16,15,40,72,2
1820,2024-01-16,29,40,72,4
1821,2024-11-12,50,5,78,3
1821,2024-11-12,59,5,78,3
1821,2024-11-12,52,5,78,1
1821,2024-11-12,32,5,78,4
1822,2022-09-11,28,45,37,3
1822,2022-09-11,45,45,37,3
1822,2022-09-11,47,45,37,1
1823,2023-02-08,41,6,119,4
1824,2023-05-04,31,13,103,3
1824,2023-05-04,54,13,103,2
1824,2023-05-04,52,13,103,4
1824,2023-05-04,3,13,103,1
1825,2023-08-17,44,9,73,4
1825,2023-08-17,22,9,73,2
1825,2023-08-17,13,9,73,4
1826,2025-04-22,25,5,7,1
1827,2023-09-21,27,32,111,3
1827,2023-09-21,10,32,111,3
1827,2023-09-21,36,32,111,4
1828,2025-12-04,18,37,73,1
1828,2025-12-04,33,37,73,3
1828,2025-12-04,2,37,73,1
1829,2023-03-16,41,46,9,1
1830,2024-11-22,27,46,36,1
1831,2022-07-02,22,24,22,2
1831,2022-07-02,30,24,22,4
1832,2025-03-05,6,47,8,4
1832,2025-03-05,27,47,8,3
1832,2025-03-05,50,47,8,1
1832,2025-03-05,55,47,8,2
1833,2024-04-02,50,6,41,4
1834,2023-02-06,26,3,107,4
1834,2023-02-06,45,3,107,4
1834,2023-02-06,14,3,107,4
1834,2023-02-06,57,3,107,2
1834,2023-02-06,31,3,107,4
1835,2022-05-14,57,38,114,2
1835,2022-05-14,17,38,114,3
1835,2022-05-14,52,38,114,1
1835,2022-05-14,59,38,114,3
1836,2022-04-18,50,8,27,1
1836,2022-04-18,30,8,27,1
1836,2022-04-18,43,8,27,4
1837,2024-06-09,2,20,33,4
1838,2022-11-25,5,50,84,4
1838,2022-11-25,7,50,84,3
1839,2023-09-24,60,27,85,1
1840,2024-04-14,16,25,51,2
1840,2024-04-14,57,25,51,1
1841,2023-07-18,43,18,98,1
1841,2023-07-18,6,18,98,3
1841,2023-07-18,15,18,98,2
1841,2023-07-18,38,18,98,4
1842,2025-09-17,39,32,89,3
1842,2025-09-17,55,32,89,1
1843,2025-10-05,52,50,11,3
1843,2025-10-05,58,50,11,3
1843,2025-10-05,59,50,11,3
1843,2025-10-05,50,50,11,4
1844,2024-08-25,17,43,71,1
1844,2024-08-25,3,43,71,3
1844,2024-08-25,50,43,71,3
1844,2024-08-25,25,43,71,2
1845,2022-04-30,59,25,54,4
1846,2024-01-16,30,26,94,1
1846,2024-01-16,42,26,94,4
1847,2022-08-25,19,20,17,4
1847,2022-08-25,54,20,17,2
1848,2023-02-11,45,38,39,1
1848,2023-02-11,43,38,39,2
1848,2023-02-11,59,38,39,3
1848,2023-02-11,32,38,39,2
1848,2023-02-11,36,38,39,2
1849,2024-08-02,30,11,14,1
1849,2024-08-02,16,11,14,4
1849,2024-08-02,42,11,14,1
1849,2024-08-02,12,11,14,4
1850,2024-04-27,11,8,2,4
1850,2024-04-27,48,8,2,1
1850,2024-04-27,41,8,2,2
1850,2024-04-27,33,8,2,3
1850,2024-04-27,38,8,2,3
1851,2022-11-03,1,32,17,2
1851,2022-11-03,51,32,17,3
1851,2022-11-03,24,32,17,3
1851,2022-11-03,21,32,17,2
1852,2025-07-07,50,26,79,2
1852,2025-07-07,25,26,79,4
1852,2025-07-07,13,26,79,1
1852,2025-07-07,7,26,79,2
1852,2025-07-07,23,26,79,4
1853,2023-08-27,24,43,65,1
1854,2025-05-06,29,39,1,1
1854,2025-05-06,40,39,1,2
1854,2025-05-06,21,39,1,3
1854,2025-05-06,44,39,1,3
1854,2025-05-06,1,39,1,4
1855,2025-07-09,44,45,36,1
1856,2025-12-13,17,23,32,3
1856,2025-12-13,14,23,32,4
1856,2025-12-13,8,23,32,4
1856,2025-12-13,38,23,32,2
1856,2025-12-13,4,23,32,4
1857,2024-06-29,39,39,5,4
1858,2023-01-31,20,37,3,2
1858,2023-01-31,50,37,3,3
1858,2023-01-31,47,37,3,4
1859,2023-03-01,55,34,42,4
1859,2023-03-01,47,34,42,3
1859,2023-03-01,41,34,42,2
1860,2023-02-23,29,42,105,3
1861,2022-08-20,35,34,109,3
1862,2024-06-01,35,39,71,3
1862,2024-06-01,1,39,71,3
1862,2024-06-01,43,39,71,4
1862,2024-06-01,16,39,71,4
1863,2023-09-01,43,11,88,3
1864,2023-04-03,37,39,12,3
1864,2023-04-03,12,39,12,2
1864,2023-04-03,14,39,12,3
1864,2023-04-03,53,39,12,4
1864,2023-04-03,50,39,12,1
1865,2024-08-20,5,28,71,4
1865,2024-08-20,11,28,71,3
1865,2024-08-20,44,28,71,1
1866,2026-01-19,1,2,34,2
1866,2026-01-19,55,2,34,4
1866,2026-01-19,22,2,34,4
1866,2026-01-19,5,2,34,4
1867,2024-05-21,4,18,46,3
1867,2024-05-21,34,18,46,3
1867,2024-05-21,53,18,46,3
1868,2024-12-08,51,11,26,1
1868,2024-12-08,22,11,26,2
1868,2024-12-08,28,11,26,4
1868,2024-12-08,23,11,26,3
1868,2024-12-08,25,11,26,1
1869,2024-09-23,45,1,42,1
1869,2024-09-23,47,1,42,2
1869,2024-09-23,48,1,42,4
1869,2024-09-23,23,1,42,2
1870,2025-12-15,51,16,104,2
1871,2022-01-15,23,6,5,4
1871,2022-01-15,18,6,5,3
1871,2022-01-15,29,6,5,1
1871,2022-01-15,55,6,5,2
1871,2022-01-15,32,6,5,3
1872,2024-06-30,38,27,101,4
1872,2024-06-30,10,27,101,1
1872,2024-06-30,45,27,101,4
1872,2024-06-30,41,27,101,3
1872,2024-06-30,26,27,101,2
1873,2024-02-25,21,44,2,2
1874,2022-10-17,20,7,59,2
1874,2022-10-17,17,7,59,3
1874,2022-10-17,60,7,59,2
1875,2024-03-20,5,28,28,1
1875,2024-03-20,55,28,28,2
1876,2024-09-15,11,42,39,4
1876,2024-09-15,21,42,39,4
1877,2023-06-02,26,28,56,3
1877,2023-06-02,55,28,56,2
1878,2022-06-15,24,45,77,4
1879,2024-12-26,43,24,61,2
1879,2024-12-26,54,24,61,3
1879,2024-12-26,52,24,61,2
1880,2022-05-19,2,2,87,3
1881,2022-11-06,31,48,117,1
1881,2022-11-06,35,48,117,2
1882,2024-01-05,44,46,74,2
1882,2024-01-05,53,46,74,3
1883,2025-12-26,23,46,19,1
1884,2022-02-20,25,19,21,2
1884,2022-02-20,27,19,21,3
1885,2023-11-25,12,9,34,4
1885,2023-11-25,39,9,34,1
1885,2023-11-25,48,9,34,4
1886,2023-08-30,51,46,57,1
1887,2022-07-17,28,32,119,2
1887,2022-07-17,33,32,119,3
1887,2022-07-17,30,32,119,1
1888,2025-08-14,24,50,84,4
1888,2025-08-14,30,50,84,2
1888,2025-08-14,4,50,84,3
1888,2025-08-14,3,50,84,1
1889,2023-05-11,60,31,30,3
1889,2023-05-11,17,31,30,3
1889,2023-05-11,2,31,30,4
1889,2023-05-11,51,31,30,1
1889,2023-05-11,18,31,30,1
1890,2022-12-23,7,11,112,3
1890,2022-12-23,21,11,112,4
1890,2022-12-23,2,11,112,3
1891,2024-11-20,21,17,101,2
1891,2024-11-20,36,17,101,1
1891,2024-11-20,45,17,101,3
1892,2025-06-05,54,12,69,3
1892,2025-06-05,52,12,69,2
1893,2025-09-17,1,50,103,4
1893,2025-09-17,54,50,103,4
1893,2025-09-17,8,50,103,1
1893,2025-09-17,6,50,103,3
1894,2024-05-27,53,21,18,1
1894,2024-05-27,10,21,18,4
1894,2024-05-27,41,21,18,1
1895,2025-09-13,34,16,116,1
1895,2025-09-13,28,16,116,1
1895,2025-09-13,14,16,116,3
1896,2025-07-10,13,43,86,2
1897,2023-05-30,48,18,38,3
1898,2025-12-09,28,46,86,1
1898,2025-12-09,10,46,86,4
1898,2025-12-09,60,46,86,4
1898,2025-12-09,15,46,86,3
1899,2023-12-11,47,31,72,2
1899,2023-12-11,36,31,72,4
1900,2022-03-08,60,34,118,1
1901,2023-11-18,20,36,8,4
1902,2023-04-02,14,42,109,1
1903,2024-04-03,23,3,4,4
1903,2024-04-03,59,3,4,3
1903,2024-04-03,26,3,4,1
1903,2024-04-03,20,3,4,3
1904,2022-06-06,34,50,62,3
1904,2022-06-06,22,50,62,4
1904,2022-06-06,37,50,62,4
1904,2022-06-06,11,50,62,2
1905,2022-04-01,44,13,113,2
1905,2022-04-01,2,13,113,4
1905,2022-04-01,51,13,113,1
1905,2022-04-01,13,13,113,1
1906,2024-08-09,27,26,111,3
1906,2024-08-09,29,26,111,4
1906,2024-08-09,21,26,111,3
1907,2023-12-06,46,24,41,1
1908,2024-09-29,10,26,31,1
1908,2024-09-29,42,26,31,1
1908,2024-09-29,24,26,31,4
1908,2024-09-29,47,26,31,4
1908,2024-09-29,33,26,31,4
1909,2023-09-26,18,15,25,4
1909,2023-09-26,42,15,25,4
1909,2023-09-26,5,15,25,4
1910,2023-11-13,54,41,1,3
1910,2023-11-13,2,41,1,2
1911,2024-02-20,4,12,109,4
1911,2024-02-20,57,12,109,1
1911,2024-02-20,51,12,109,3
1912,2025-07-21,42,43,51,4
1913,2025-04-02,9,4,88,3
1913,2025-04-02,35,4,88,1
1914,2023-11-12,34,1,82,1
1914,2023-11-12,35,1,82,1
1914,2023-11-12,59,1,82,3
1915,2022-06-09,55,6,49,2
1916,2025-01-02,53,22,73,3
1917,2022-01-31,25,1,89,2
1918,2023-03-04,60,38,35,4
1918,2023-03-04,44,38,35,3
1918,2023-03-04,23,38,35,4
1918,2023-03-04,52,38,35,1
1919,2024-07-21,30,20,64,4
1919,2024-07-21,7,20,64,3
1919,2024-07-21,36,20,64,4
1920,2025-10-10,47,15,118,4
1920,2025-10-10,59,15,118,1
1921,2025-07-09,29,28,64,3
1921,2025-07-09,57,28,64,1
1921,2025-07-09,19,28,64,3
1922,2022-07-19,49,36,24,1
1923,2023-10-27,38,42,41,1
1924,2024-03-24,27,11,33,2
1924,2024-03-24,12,11,33,3
1924,2024-03-24,37,11,33,4
1925,2026-01-19,14,19,120,2
1925,2026-01-19,58,19,120,1
1925,2026-01-19,46,19,120,4
1925,2026-01-19,18,19,120,2
1926,2022-02-10,56,48,11,3
1926,2022-02-10,19,48,11,4
1926,2022-02-10,48,48,11,4
1927,2022-04-02,21,40,117,3
1927,2022-04-02,33,40,117,2
1927,2022-04-02,57,40,117,3
1927,2022-04-02,25,40,117,3
1928,2025-03-11,7,8,25,1
1928,2025-03-11,32,8,25,2
1928,2025-03-11,20,8,25,1
1928,2025-03-11,51,8,25,1
1928,2025-03-11,14,8,25,4
1929,2022-03-23,11,10,91,4
1929,2022-03-23,5,10,91,1
1929,2022-03-23,19,10,91,4
1929,2022-03-23,4,10,91,2
1929,2022-03-23,6,10,91,2
1930,2023-10-11,40,45,117,3
1930,2023-10-11,56,45,117,3
1931,2022-09-05,35,23,84,3
1931,2022-09-05,13,23,84,4
1931,2022-09-05,27,23,84,3
1932,2024-11-27,36,40,71,3
1932,2024-11-27,44,40,71,1
1932,2024-11-27,37,40,71,1
1933,2022-02-27,45,15,98,1
1933,2022-02-27,24,15,98,3
1934,2023-01-09,20,31,79,3
1934,2023-01-09,8,31,79,4
1935,2024-08-16,13,8,87,1
1935,2024-08-16,52,8,87,3
1935,2024-08-16,54,8,87,3
1936,2023-12-17,17,13,33,1
1936,2023-12-17,47,13,33,3
1937,2025-10-31,15,39,119,4
1937,2025-10-31,56,39,119,2
1937,2025-10-31,8,39,119,4
1937,2025-10-31,27,39,119,2
1938,2024-10-23,44,41,83,4
1938,2024-10-23,20,41,83,3
1938,2024-10-23,38,41,83,3
1938,2024-10-23,11,41,83,3
1938,2024-10-23,39,41,83,3
1939,2022-03-20,28,25,100,2
1939,2022-03-20,43,25,100,4
1939,2022-03-20,23,25,100,1
1940,2025-09-08,49,50,36,2
1940,2025-09-08,18,50,36,4
1940,2025-09-08,34,50,36,1
1940,2025-09-08,3,50,36,1
1941,2023-01-31,55,30,17,2
1941,2023-01-31,2,30,17,2
1941,2023-01-31,44,30,17,2
1941,2023-01-31,30,30,17,2
1942,2025-03-01,6,6,10,4
1942,2025-03-01,40,6,10,2
1942,2025-03-01,58,6,10,1
1943,2025-11-18,36,42,27,4
1944,2024-09-02,36,12,88,2
1944,2024-09-02,19,12,88,4
1944,2024-09-02,20,12,88,2
1944,2024-09-02,33,12,88,2
1945,2023-10-31,39,9,34,1
1945,2023-10-31,7,9,34,3
1945,2023-10-31,2,9,34,1
1946,2022-05-28,54,22,35,1
1946,2022-05-28,15,22,35,1
1946,2022-05-28,32,22,35,3
1947,2024-01-03,19,49,111,3
1947,2024-01-03,54,49,111,4
1948,2022-12-14,2,9,87,4
1949,2022-03-24,19,30,85,4
1949,2022-03-24,3,30,85,1
1949,2022-03-24,17,30,85,4
1949,2022-03-24,49,30,85,4
1950,2024-08-09,52,31,74,1
1950,2024-08-09,32,31,74,2
1950,2024-08-09,21,31,74,2
1951,2023-08-22,56,24,67,2
1951,2023-08-22,3,24,67,4
1952,2024-03-19,57,9,112,3
1952,2024-03-19,31,9,112,3
1952,2024-03-19,6,9,112,4
1952,2024-03-19,12,9,112,1
1953,2024-07-03,12,40,86,2
1953,2024-07-03,27,40,86,4
1953,2024-07-03,19,40,86,1
1953,2024-07-03,39,40,86,4
1953,2024-07-03,4,40,86,4
1954,2026-01-17,48,17,60,1
1954,2026-01-17,21,17,60,2
1955,2023-03-19,27,28,68,4
1956,2022-04-11,8,1,104,4
1956,2022-04-11,26,1,104,2
1956,2022-04-11,54,1,104,2
1956,2022-04-11,5,1,104,3
1956,2022-04-11,1,1,104,3
1957,2023-10-19,47,33,66,3
1958,2024-09-03,42,37,39,4
1958,2024-09-03,55,37,39,1
1958,2024-09-03,8,37,39,2
1958,2024-09-03,50,37,39,3
1958,2024-09-03,57,37,39,4
1959,2022-02-27,60,45,38,1
1959,2022-02-27,4,45,38,4
1959,2022-02-27,28,45,38,4
1959,2022-02-27,15,45,38,3
1959,2022-02-27,12,45,38,4
1960,2023-04-29,21,23,33,2
1961,2024-03-19,39,32,23,2
1961,2024-03-19,34,32,23,4
1961,2024-03-19,15,32,23,1
1962,2023-09-10,49,2,18,1
1962,2023-09-10,33,2,18,1
1962,2023-09-10,34,2,18,2
1963,2022-04-04,13,3,13,1
1963,2022-04-04,17,3,13,4
1963,2022-04-04,26,3,13,1
1963,2022-04-04,57,3,13,4
1964,2025-09-06,37,35,49,2
1964,2025-09-06,60,35,49,3
1965,2023-11-06,59,8,74,3
1966,2025-12-29,50,4,19,2
1966,2025-12-29,60,4,19,3
1966,2025-12-29,8,4,19,1
1966,2025-12-29,21,4,19,1
1967,2024-08-10,56,18,114,4
1967,2024-08-10,6,18,114,1
1967,2024-08-10,47,18,114,2
1968,2022-02-25,26,14,40,4
1968,2022-02-25,38,14,40,4
1968,2022-02-25,16,14,40,3
1968,2022-02-25,12,14,40,2
1968,2022-02-25,48,14,40,3
1969,2022-12-26,32,9,32,4
1969,2022-12-26,1,9,32,2
1969,2022-12-26,57,9,32,4
1969,2022-12-26,33,9,32,3
1970,2022-03-01,17,19,84,3
1971,2024-06-14,45,19,20,3
1971,2024-06-14,47,19,20,3
1972,2023-06-13,3,16,73,4
1972,2023-06-13,26,16,73,2
1972,2023-06-13,34,16,73,4
1972,2023-06-13,24,16,73,1
1973,2022-08-21,22,39,24,1
1973,2022-08-21,54,39,24,4
1973,2022-08-21,41,39,24,3
1973,2022-08-21,55,39,24,1
1974,2026-01-18,57,30,46,3
1974,2026-01-18,37,30,46,3
1974,2026-01-18,11,30,46,3
1974,2026-01-18,21,30,46,1
1975,2023-05-07,59,36,93,4
1976,2023-09-26,8,43,59,1
1976,2023-09-26,21,43,59,2
1977,2022-09-15,15,28,37,2
1978,2024-06-18,9,32,67,2
1978,2024-06-18,36,32,67,3
1978,2024-06-18,49,32,67,1
1978,2024-06-18,30,32,67,4
1979,2023-08-07,35,1,85,2
1980,2025-07-31,51,4,44,2
1980,2025-07-31,57,4,44,1
1981,2022-07-23,2,15,29,3
1981,2022-07-23,60,15,29,1
1981,2022-07-23,34,15,29,3
1981,2022-07-23,14,15,29,2
1981,2022-07-23,21,15,29,3
1982,2022-09-03,60,9,56,1
1982,2022-09-03,51,9,56,4
1982,2022-09-03,34,9,56,1
1982,2022-09-03,47,9,56,3
1983,2025-04-29,45,46,51,3
1983,2025-04-29,41,46,51,1
1983,2025-04-29,16,46,51,3
1983,2025-04-29,34,46,51,2
1983,2025-04-29,59,46,51,4
1984,2022-02-20,35,49,54,1
1984,2022-02-20,5,49,54,3
1984,2022-02-20,55,49,54,3
1985,2024-04-30,21,4,28,1
1985,2024-04-30,46,4,28,4
1985,2024-04-30,3,4,28,1
1985,2024-04-30,41,4,28,1
1985,2024-04-30,33,4,28,2
1986,2025-05-14,9,41,16,3
1986,2025-05-14,57,41,16,4
1986,2025-05-14,29,41,16,2
1987,2022-11-01,45,1,68,1
1988,2023-04-06,11,6,98,2
1988,2023-04-06,23,6,98,3
1988,2023-04-06,3,6,98,2
1988,2023-04-06,26,6,98,2
1988,2023-04-06,48,6,98,1
1989,2025-03-27,56,32,101,1
1989,2025-03-27,21,32,101,3
1989,2025-03-27,33,32,101,2
1990,2024-12-28,52,3,81,1
1990,2024-12-28,4,3,81,3
1990,2024-12-28,59,3,81,2
1991,2024-11-18,8,39,69,2
1992,2023-04-12,41,38,105,3
1992,2023-04-12,17,38,105,1
1993,2023-07-19,28,35,52,4
1993,2023-07-19,45,35,52,1
1994,2023-02-17,16,41,84,4
1994,2023-02-17,26,41,84,2
1994,2023-02-17,47,41,84,2
1995,2022-08-05,23,28,39,1
1996,2025-04-27,6,15,85,4
1996,2025-04-27,3,15,85,4
1997,2023-05-18,42,50,55,3
1997,2023-05-18,37,50,55,2
1997,2023-05-18,1,50,55,2
1998,2023-07-02,33,46,16,3
1998,2023-07-02,14,46,16,3
1998,2023-07-02,48,46,16,2
1998,2023-07-02,50,46,16,2
1999,2025-08-24,42,35,14,3
1999,2025-08-24,41,35,14,3
1999,2025-08-24,54,35,14,3
2000,2024-03-23,59,19,4,1
2001,2023-10-11,15,35,16,1
2001,2023-10-11,40,35,16,2
2002,2025-10-07,29,31,80,1
2002,2025-10-07,27,31,80,3
2003,2023-09-21,38,49,42,4
2003,2023-09-21,10,49,42,3
2003,2023-09-21,11,49,42,2
2004,2023-01-19,40,44,60,2
2004,2023-01-19,12,44,60,2
2004,2023-01-19,32,44,60,1
2004,2023-01-19,33,44,60,2
2004,2023-01-19,51,44,60,4
2005,2024-01-11,40,39,52,4
2006,2024-03-07,44,36,26,2
2006,2024-03-07,28,36,26,4
2007,2024-10-28,6,36,20,2
2007,2024-10-28,24,36,20,4
2007,2024-10-28,9,36,20,3
2007,2024-10-28,12,36,20,3
2008,2025-07-28,3,19,65,2
2008,2025-07-28,6,19,65,4
2008,2025-07-28,38,19,65,1
2008,2025-07-28,25,19,65,2
2009,2022-12-21,32,17,107,3
2009,2022-12-21,43,17,107,3
2009,2022-12-21,18,17,107,4
2009,2022-12-21,34,17,107,1
2010,2025-04-18,42,33,14,3
2010,2025-04-18,11,33,14,4
2010,2025-04-18,1,33,14,3
2011,2024-03-14,4,33,90,2
2011,2024-03-14,52,33,90,2
2012,2023-06-05,10,14,36,2
2012,2023-06-05,22,14,36,2
2012,2023-06-05,31,14,36,4
2012,2023-06-05,3,14,36,4
2012,2023-06-05,18,14,36,3
2013,2022-01-09,50,9,85,4
2013,2022-01-09,52,9,85,4
2014,2023-09-12,14,27,114,2
2014,2023-09-12,58,27,114,3
2014,2023-09-12,36,27,114,2
2015,2025-07-08,54,18,101,2
2015,2025-07-08,21,18,101,2
2015,2025-07-08,34,18,101,1
2015,2025-07-08,9,18,101,2
2016,2024-07-08,7,1,45,4
2016,2024-07-08,4,1,45,3
2016,2024-07-08,5,1,45,4
2016,2024-07-08,12,1,45,3
2017,2025-01-10,9,23,103,2
2017,2025-01-10,35,23,103,3
2017,2025-01-10,37,23,103,4
2017,2025-01-10,13,23,103,4
2017,2025-01-10,3,23,103,3
2018,2023-03-09,21,1,97,1
2018,2023-03-09,52,1,97,1
2019,2024-01-08,59,50,5,4
2019,2024-01-08,10,50,5,1
2020,2025-08-25,41,6,33,3
2021,2023-12-12,33,32,113,1
2021,2023-12-12,46,32,113,2
2022,2025-09-09,11,1,107,3
2023,2025-12-17,9,31,61,2
2023,2025-12-17,21,31,61,1
2023,2025-12-17,46,31,61,4
2024,2022-02-28,2,39,76,3
2024,2022-02-28,35,39,76,1
2024,2022-02-28,27,39,76,2
2024,2022-02-28,48,39,76,2
2025,2022-12-04,38,33,3,1
2025,2022-12-04,6,33,3,4
2025,2022-12-04,16,33,3,2
2025,2022-12-04,1,33,3,4
2026,2022-08-03,17,39,12,1
2027,2024-08-05,32,37,29,2
2027,2024-08-05,50,37,29,2
2028,2022-04-14,22,16,84,1
2028,2022-04-14,21,16,84,2
2029,2024-04-18,1,5,119,4
2029,2024-04-18,20,5,119,3
2029,2024-04-18,7,5,119,3
2030,2023-12-21,33,15,5,2
2030,2023-12-21,17,15,5,3
2030,2023-12-21,42,15,5,3
2031,2025-10-26,31,20,28,4
2032,2026-01-13,40,47,52,1
2033,2025-07-25,15,31,33,4
2033,2025-07-25,40,31,33,4
2033,2025-07-25,30,31,33,3
2033,2025-07-25,33,31,33,4
2034,2023-12-22,13,1,11,4
2034,2023-12-22,33,1,11,4
2034,2023-12-22,14,1,11,4
2034,2023-12-22,45,1,11,4
2034,2023-12-22,36,1,11,4
2035,2023-06-29,2,29,17,2
2035,2023-06-29,52,29,17,2
2035,2023-06-29,15,29,17,1
2035,2023-06-29,45,29,17,2
2035,2023-06-29,37,29,17,1
2036,2025-03-28,2,37,94,1
2036,2025-03-28,41,37,94,3
2036,2025-03-28,36,37,94,2
2037,2024-11-19,21,29,46,3
2037,2024-11-19,26,29,46,1
2037,2024-11-19,43,29,46,4
2037,2024-11-19,18,29,46,1
2037,2024-11-19,19,29,46,4
2038,2023-04-14,44,11,103,3
2039,2026-01-20,22,23,108,4
2040,2025-02-14,60,36,60,4
2040,2025-02-14,6,36,60,1
2040,2025-02-14,27,36,60,1
2040,2025-02-14,47,36,60,2
2041,2024-05-17,58,45,75,3
2042,2024-03-20,2,34,36,2
2042,2024-03-20,60,34,36,4
2042,2024-03-20,1,34,36,2
2042,2024-03-20,39,34,36,4
2043,2024-05-01,32,9,62,4
2043,2024-05-01,55,9,62,3
2043,2024-05-01,29,9,62,2
2044,2022-03-14,54,12,71,2
2044,2022-03-14,49,12,71,3
2044,2022-03-14,2,12,71,2
2044,2022-03-14,13,12,71,2
2045,2025-07-05,3,40,41,2
2046,2025-08-15,7,49,98,1
2046,2025-08-15,43,49,98,1
2046,2025-08-15,42,49,98,2
2047,2023-11-04,16,21,77,3
2048,2023-12-11,12,4,84,3
2049,2024-03-14,23,14,22,3
2049,2024-03-14,4,14,22,4
2049,2024-03-14,40,14,22,1
2049,2024-03-14,57,14,22,4
2049,2024-03-14,34,14,22,4
2050,2023-10-29,30,19,50,1
2051,2023-08-07,58,1,42,3
2051,2023-08-07,51,1,42,4
2051,2023-08-07,45,1,42,4
2051,2023-08-07,8,1,42,2
2051,2023-08-07,48,1,42,3
2052,2023-12-03,45,40,111,2
2052,2023-12-03,44,40,111,4
2052,2023-12-03,33,40,111,1
2052,2023-12-03,32,40,111,1
2053,2023-06-15,40,35,27,3
2053,2023-06-15,52,35,27,1
2053,2023-06-15,37,35,27,3
2054,2022-02-16,53,21,5,4
2055,2025-06-17,29,9,6,4
2055,2025-06-17,48,9,6,2
2055,2025-06-17,32,9,6,3
2055,2025-06-17,59,9,6,4
2056,2024-01-14,31,16,109,3
2056,2024-01-14,54,16,109,4
2057,2022-06-25,1,34,110,3
2058,2023-04-04,34,45,54,2
2058,2023-04-04,31,45,54,2
2059,2024-01-02,29,3,59,2
2059,2024-01-02,21,3,59,1
2059,2024-01-02,30,3,59,1
2060,2025-08-06,36,3,20,4
2060,2025-08-06,46,3,20,2
2060,2025-08-06,32,3,20,1
2060,2025-08-06,42,3,20,1
2061,2023-08-30,60,9,54,1
2061,2023-08-30,38,9,54,2
2062,2023-10-27,55,7,101,2
2063,2025-06-11,38,4,75,2
2063,2025-06-11,23,4,75,1
2063,2025-06-11,3,4,75,4
2064,2022-03-19,56,17,104,3
2064,2022-03-19,21,17,104,3
2065,2024-01-27,52,47,37,4
2065,2024-01-27,3,47,37,3
2065,2024-01-27,34,47,37,4
2065,2024-01-27,36,47,37,2
2065,2024-01-27,6,47,37,4
2066,2022-11-04,36,24,62,3
2066,2022-11-04,25,24,62,1
2067,2025-08-16,26,40,65,1
2067,2025-08-16,59,40,65,3
2067,2025-08-16,4,40,65,1
2068,2023-06-23,39,4,79,4
2068,2023-06-23,42,4,79,1
2068,2023-06-23,7,4,79,2
2068,2023-06-23,34,4,79,3
2068,2023-06-23,13,4,79,4
2069,2022-02-25,57,26,117,4
2069,2022-02-25,50,26,117,4
2069,2022-02-25,8,26,117,3
2069,2022-02-25,54,26,117,1
2070,2022-08-15,18,4,113,1
2071,2023-11-16,48,43,73,3
2071,2023-11-16,21,43,73,1
2071,2023-11-16,7,43,73,4
2071,2023-11-16,2,43,73,1
2072,2023-02-25,15,13,65,3
2072,2023-02-25,24,13,65,2
2072,2023-02-25,57,13,65,1
2072,2023-02-25,52,13,65,4
2072,2023-02-25,26,13,65,2
2073,2024-07-25,31,47,79,2
2074,2022-06-07,54,19,106,1
2075,2022-05-07,15,33,95,4
2075,2022-05-07,36,33,95,4
2075,2022-05-07,56,33,95,4
2075,2022-05-07,29,33,95,3
2075,2022-05-07,55,33,95,4
2076,2022-01-11,40,21,66,4
2076,2022-01-11,6,21,66,3
2076,2022-01-11,34,21,66,2
2076,2022-01-11,38,21,66,2
2077,2024-02-29,4,5,104,3
2077,2024-02-29,8,5,104,2
2077,2024-02-29,45,5,104,2
2078,2024-08-30,47,29,73,4
2078,2024-08-30,17,29,73,2
2078,2024-08-30,41,29,73,4
2079,2025-05-29,14,21,110,1
2079,2025-05-29,48,21,110,1
2080,2022-11-30,13,5,92,3
2080,2022-11-30,39,5,92,3
2080,2022-11-30,43,5,92,1
2080,2022-11-30,37,5,92,4
2080,2022-11-30,49,5,92,2
2081,2024-06-21,56,39,118,3
2081,2024-06-21,43,39,118,2
2081,2024-06-21,46,39,118,1
2081,2024-06-21,54,39,118,1
2081,2024-06-21,39,39,118,4
2082,2024-12-31,36,18,33,2
2083,2022-05-31,30,19,9,1
2083,2022-05-31,23,19,9,4
2083,2022-05-31,59,19,9,2
2083,2022-05-31,10,19,9,2
2083,2022-05-31,17,19,9,2
